impid,aid,imp_name
1812,Molly Shannon,Gwen Stefani
1816,Chris Kattan,Christopher Lowell
1801,Tobey Maguire,Keanu Reeves
1800,Jimmy Fallon,Hilary Swank
1799,Chris Parnell,Chad Lowe
1802,Tobey Maguire,Dustin Diamond
1793,Jimmy Fallon,Bobby Rondinelli
1794,Chris Kattan,Buck Dharma
1796,Chris Parnell,Eric Bloom
1795,Horatio Sanz,Danny Miranda
1797,Christopher Walken,Fidel Castro
1798,Rachel Dratch,Jenny Jones
990,Tim Meadows,Bernard Shaw
1790,Joshua Jackson,Donny Osmond
1791,Rachel Dratch,Janeane Garofalo
1788,Jimmy Fallon,Chris Rock
1789,Ana Gasteyer,Darva Conger
1309,Cheri Oteri,Barbara Walters
1684,Jimmy Fallon,Todd Newton
1784,Darrell Hammond,Bruce Vilanch
1332,Tim Meadows,Alan Keyes
1787,Will Ferrell,Jay Thomas
1776,Julianna Margulies,Elizabeth Hurley
1778,Cheri Oteri,Jules Asner
1775,Molly Shannon,Donatella Versace
1781,Julianna Margulies,Terri Irwin
1782,Cheri Oteri,Jessica Simpson
1767,Jimmy Fallon,Bill Bradley
1769,Alan Cumming,Paul McCartney
1673,Jimmy Fallon,John Lennon
1770,Cheri Oteri,Yoko Ono
1771,Will Ferrell,Glenn Frey
1774,Alan Cumming,Siegfried Fischbacher
1773,Chris Kattan,Roy Horn
1772,Cheri Oteri,Jocelyn Wildenstein
1761,Ana Gasteyer,Angela Gonzalez
1762,Chris Kattan,Elian Gonzalez
1763,Horatio Sanz,Lazaro Gonzalez
1558,Molly Shannon,Monica Lewinsky
1765,Freddie Prinze Jr.,Enrique Iglesias
1764,Darrell Hammond,Charlie Rose
1487,Darrell Hammond,Frank Gifford
1753,Will Ferrell,Vladimir Putin
1754,Will Ferrell,Oliver Stone
1495,Chris Kattan,Al Pacino
1756,Jamie Foxx,Puff Daddy
1755,Cheri Oteri,Jennifer Lopez
1758,Jamie Foxx,Stevie Wonder
1757,Will Ferrell,John Rocker
1759,Tracy Morgan,Steve Harvey
1760,Jamie Foxx,Martin Luther King Jr.
1752,Jimmy Fallon,Jimmy Stewart
1746,Christina Ricci,Britney Spears
1728,Jimmy Fallon,David Bowie
1747,Tim Meadows,D'Angelo
1748,Tracy Morgan,Lou Bega
1592,Cheri Oteri,Mariah Carey
1745,Chris Parnell,Bing Crosby
1750,Molly Shannon,Tori Amos
1488,Ana Gasteyer,Sally Jessy Raphael
1742,Will Ferrell,Charlton Heston
1743,Rachel Dratch,"Helena Bonham Carter , Smurfette"
1744,Tracy Morgan,Little Richard
1663,Horatio Sanz,Meat Loaf
1370,Ana Gasteyer,Elizabeth Dole
1739,Chris Parnell,Jim Gray
1740,Dylan McDermott,Matt Lauer
1119,Tim Meadows,Bryant Gumbel
1314,Cheri Oteri,Katie Couric
1326,Tim Meadows,Danny Glover
1732,Norm MacDonald,Lou Gehrig
1658,Jimmy Fallon,French Stewart
1735,Ana Gasteyer,Helen Gurley Brown
1734,Chris Parnell,David Gregory
1463,Norm MacDonald,Larry King
1736,Cheri Oteri,Marla Maples
1644,Jimmy Fallon,Howard Stern
1120,Tim Meadows,Michael Jackson
1737,Norm MacDonald,Clint Eastwood
1729,Heather Graham,Jewel
1730,Ana Gasteyer,Lynda Lopez
1726,Tracy Morgan,Busta Rhymes
1727,Chris Parnell,Cane
1721,Will Ferrell,Jesse Ventura
1293,Cheri Oteri,Ross Perot
1722,Chris Parnell,Pat Buchanan
1660,Jimmy Fallon,Jerry Seinfeld
1618,Chris Kattan,Andy Dick
1714,Cheri Oteri,Amy Fisher
925,Tim Meadows,Billy Dee Williams
1715,Will Ferrell,Paul Williams
1716,Sarah Michelle Gellar,Britney Spears
1718,Jimmy Fallon,Jesse Camp
1559,Tim Meadows,Vernon Jordan
1680,Tracy Morgan,Betty Currie
1557,John Goodman,Linda Tripp
1712,John Goodman,Robert Mondavi
1713,Molly Shannon,Margrit Mondavi
1711,Horatio Sanz,Bun E. Carlos
1701,Drew Barrymore,Cher
1702,Tracy Morgan,Cuba Gooding Jr.
1538,Cheri Oteri,Melissa Rivers
1704,Chris Parnell,Tom Hanks
1700,Molly Shannon,Cate Blanchett
1636,Jimmy Fallon,Adam Sandler
1705,Drew Barrymore,Calista Flockhart
1706,Jimmy Fallon,Nicolas Cage
1708,Drew Barrymore,Toni Tennille
1707,Edward Norton,Daryl Dragon
1709,Drew Barrymore,Melanie Griffith
1710,Will Ferrell,Fred Schneider
1698,Tim Meadows,Stuart Scott
1699,Ray Romano,Roberto Benigni
1693,Ana Gasteyer,Jamie Gangel
1546,Tracy Morgan,Petri Hawkins-Byrd
1545,Cheri Oteri,Judge Judy Sheindlin
1694,Darrell Hammond,Jerry Falwell
1696,Brendan Fraser,Jennifer Paterson
1695,Darrell Hammond,Clarissa Dickson-Wright
1697,Ana Gasteyer,Carrie Donovan
1517,Will Ferrell,Al Gore
1683,Gwyneth Paltrow,Sharon Stone
1686,Will Ferrell,William Rehnquist
1682,Rich Francese,Phil Bronstein
1681,Tim Meadows,Betty Currie
1687,Gwyneth Paltrow,Joan Jett
1688,Chris Kattan,John Oates
1689,Jimmy Fallon,Colin Hay
1691,Will Ferrell,Peter Graves
1690,Molly Shannon,Paula Zahn
1628,Cheri Oteri,Mary Bono
1645,Horatio Sanz,Larry Flynt
1678,Darrell Hammond,Andrew Lloyd Webber
1679,Jimmy Fallon,Harry Connick Jr.
1649,Will Ferrell,Bob Livingston
1650,Chris Parnell,Newt Gingrich
1616,Ana Gasteyer,Joy Behar
1524,Molly Shannon,Meredith Vieira
1596,Cheri Oteri,"Gloria Stuart , Rose"
1677,Bill Paxton,Ted Nugent
1676,Chris Kattan,Prince
1674,Jimmy Fallon,Alan Dershowitz
1627,Will Ferrell,Henry Hyde
1675,Chris Kattan,David Kendall
1173,Tim Meadows,O.J. Simpson
1666,Horatio Sanz,Barney Frank
1670,Jimmy Fallon,Richard Simmons
1665,Darrell Hammond,Al D'Amato
1668,Chris Kattan,George Michael
1484,Tim Meadows,John Conyers
1669,Tracy Morgan,Maxine Waters
1317,Molly Shannon,Courtney Love
1671,Darrell Hammond,Alfred Hitchcock
1672,Horatio Sanz,Jerry Garcia
1614,Chris Parnell,Kenneth Starr
1662,Jennifer Love Hewitt,Jewel
1664,Jimmy Fallon,Michael Stipe
1661,Tim Meadows,Busta Rhymes
1526,Will Ferrell,Saddam Hussein
1653,Joan Allen,Madonna
1654,Jimmy Fallon,Marilyn Manson
1652,Ana Gasteyer,Calista Flockhart
1656,Tim Meadows,Will Smith
1651,Cheri Oteri,Alanis Morissette
1657,Joan Allen,Linda Ham
1659,Cheri Oteri,Jennifer Tilly
1643,Ana Gasteyer,Diane Sawyer
1462,Tim Meadows,Oprah Winfrey
1646,Molly Shannon,Keri Russell
1648,David Spade,Deryk Schlessinger
1647,Ana Gasteyer,Dr. Laura Schlessinger
627,Ben Stiller,Tom Cruise
1638,Chris Kattan,Yasser Arafat
1637,Will Ferrell,Benjamin Netanyahu
1639,Darrell Hammond,Maury Hannigan
1642,Ben Stiller,Steve Wynn
1640,Chris Kattan,Howard Hughes
1302,Darrell Hammond,Jesse Helms
1630,Lucy Lawless,Stevie Nicks
1632,Lucy Lawless,Jennifer Lopez
1635,Jimmy Fallon,Steven Tyler
1634,Tim Meadows,Puff Daddy
1633,Tracy Morgan,"Marion ""Suge"" Knight"
1615,Cameron Diaz,Debbie Matenopoulos
1617,Will Ferrell,Mark McGwire
1624,Will Ferrell,Tom Bergeron
1621,Ana Gasteyer,Kathy Griffin
1625,Tim Meadows,Whoopi Goldberg
1318,Cheri Oteri,Fran Drescher
1619,Chris Parnell,Fred Savage
1622,Horatio Sanz,Louie Anderson
1623,Molly Shannon,Marie Osmond
1626,Cameron Diaz,Victoria Beckham
1548,Chris Kattan,Melanie Brown
1514,Cheri Oteri,Melanie Chisholm
1508,Molly Shannon,Emma Bunton
1611,David Duchovny,Jeff Goldblum
1612,Molly Shannon,Minnie Driver
1613,Molly Shannon,Téa Leoni
1604,Matthew Broderick,George Stephanopoulos
1603,Ana Gasteyer,Debbie Matenopoulos
1605,Matthew Broderick,Gloria Estefan
1606,Darrell Hammond,Rene Angelil
1610,Matthew Broderick,Tony Blair
1445,Will Ferrell,Michael Shersby
1609,Chris Kattan,Graham Stringer
1608,Colin Quinn,Gerry Adams
1443,Molly Shannon,Betty Boothroyd
1505,Cheri Oteri,Robin Byrd
1417,Cheri Oteri,Paula Jones
1602,Tracy Morgan,Reggie White
1595,Will Ferrell,Kenneth Starr
1598,Julianne Moore,Kate Winslet
1599,Jim Breuer,Matt Damon
1597,Chris Kattan,Ben Affleck
1600,Julianne Moore,Gillian Anderson
1601,Chris Kattan,Joel Grey
1482,Molly Shannon,Liza Minnelli
1581,Jim Breuer,Jim Guy Tucker
1579,Jim Breuer,Charlie Trie
1577,Robert Carlock,Brent Perry
1578,Will Ferrell,Bruce Lindsey
1589,Will Ferrell,William Ginsburg
1583,Tina Fey,Kathleen Willey
1588,Ana Gasteyer,Susan McDougal
1584,Tom Gianas,Danny Ferguson
1582,Chris Kattan,John Huang
1587,Lori Nasso,Maria Hsia
1585,Colin Quinn,Leon Panetta
1586,Molly Shannon,Marcia Lewis
1580,Michael Shoemaker,Donovan Campbell
1591,Tim Meadows,Erykah Badu
1594,Ana Gasteyer,Theresa Saldana
1575,Garth Brooks,Kevin Rowland
1576,Will Ferrell,Michael Portnoy
1573,Darrell Hammond,Captain Lou Albano
1572,Chris Kattan,Brian Setzer
1574,Cheri Oteri,Cyndi Lauper
1565,Ana Gasteyer,Catharine MacKinnon
1566,Chris Kattan,Michael Beschloss
1569,Jim Breuer,Ross Rebagliati
1568,Will Ferrell,Jim Nantz
1570,Ana Gasteyer,Mary Tillotson
1571,Darrell Hammond,Sam Donaldson
1553,Will Ferrell,Brian Boitano
1561,Chris Kattan,Rudy Galindo
1560,Molly Shannon,Michelle Kwan
1563,John Goodman,William Ginsburg
1562,Jim Breuer,Emeril Lagasse
1347,Will Ferrell,Ted Kaczynski
1549,Sarah Michelle Gellar,Victoria Beckham
1547,Ana Gasteyer,Geri Halliwell
1550,Sarah Michelle Gellar,Debbie Matenopoulos
1552,Norm MacDonald,John Gray
1555,Sarah Michelle Gellar,Tara Lipinski
1556,Darrell Hammond,Verne Lundquist
1554,Chris Kattan,Kerri Strug
1541,Ana Gasteyer,Ann B. Davis
1542,Darrell Hammond,Jerry Mathers
1543,Norm MacDonald,Quentin Tarantino
1537,Helen Hunt,Jodie Foster
1536,Darrell Hammond,Issac Mizrahi
1431,Will Ferrell,Jerry Reed
1539,Chris Kattan,Michael Jeter
1540,Jim Breuer,Fidel Castro
1491,Chris Kattan,Bill Gates
1532,Jim Breuer,Kenny McCaughey
1529,Will Ferrell,Brian Williams
1530,Chris Kattan,Geraldo Rivera
1531,Cheri Oteri,Jessica McClure
1528,Molly Shannon,Bobbi McCaughey
1533,Nathan Lane,Wendy Beckett
1534,Nathan Lane,Lou Costello
1535,Will Ferrell,Dennis DeYoung
1305,Jim Breuer,Joe Pesci
1527,Tracy Morgan,Marion Barry
1345,Darrell Hammond,Richard Dreyfuss
1520,Claire Danes,Louise Woodward
1521,Jim Breuer,Terry Nichols
1519,Norm MacDonald,Barry Scheck
1523,Claire Danes,Debbie Matenopoulos
1522,Ana Gasteyer,Cokie Roberts
1492,Jim Breuer,Rupert Murdoch
1493,Will Ferrell,Ted Turner
1494,Jon Lovitz,Michael Vale
728,Jon Lovitz,Harvey Fierstein
974,Dana Carvey,Ross Perot
1497,Ana Gasteyer,Jane Fonda
1496,Darrell Hammond,Dennis Franz
1498,Molly Shannon,Shawn Southwick
1500,Ana Gasteyer,Jewel
1499,Tim Meadows,Bill Bellamy
734,Jon Lovitz,Marv Albert
1503,Chris Kattan,Paul Shaffer
1406,Norm MacDonald,David Letterman
1502,Tracy Morgan,Biff Henderson
1506,Jon Lovitz,Ron Jeremy
1504,Jim Breuer,Mark Wahlberg
1515,Jon Lovitz,Sarah Ferguson
744,Dana Carvey,George Michael
1512,Jim Breuer,Liam Gallagher
1477,Will Ferrell,Elton John
1509,Ana Gasteyer,Victoria Beckham
1511,Darrell Hammond,Keith Flint
1510,Chris Kattan,Jay Kay
1516,Tim Meadows,Seal
1513,Tracy Morgan,Maxim Reality
1507,Colin Quinn,Elvis Costello
1489,Chris Farley,Hank Williams Jr.
1490,Jim Breuer,Ric Flair
1486,Will Ferrell,Dan Dierdorf
1485,Norm MacDonald,Al Michaels
1479,Matthew Perry,Michael Keaton
1480,Matthew Perry,Julio Iglesias
1481,Will Ferrell,Willie Nelson
1483,Matthew Perry,Woody Allen
1369,Ana Gasteyer,Andie MacDowell
1475,Norm MacDonald,Marv Albert
1385,Tracy Morgan,Mike Tyson
1474,Molly Shannon,Heather Faulkiner
1471,Chris Kattan,Garry Kasparov
1421,Mark McKinney,Bill Gates
1473,Jim Breuer,William Kennedy Smith
1418,Will Ferrell,Ted Kennedy
1472,Chris Kattan,Michael Kennedy
1467,Mark McKinney,Ellen DeGeneres
1468,John Goodman,Marlon Brando
1163,Mike Myers,Ron Wood
1469,Molly Shannon,Bjork
1470,Tim Meadows,Eddie Murphy
1455,Mark McKinney,Wolf Blitzer
1458,Tim Meadows,Tiger Woods
1456,Tracy Morgan,Earl Woods
1459,Norm MacDonald,Tommy Lee
1461,Pamela Lee,Jenny McCarthy
1464,Colin Quinn,Dale Jarrett
1465,Norm MacDonald,Rod Serling
1449,Will Ferrell,Marshall Applewhite
1451,Rob Lowe,Eric Roberts
1450,Chris Kattan,David Spade
1452,Colin Quinn,Robert DeNiro
1453,Tracy Morgan,Jermaine Allensworth
1442,Mike Myers,Geoffrey Rush
1440,Darrell Hammond,Billy Bob Thornton
1441,Tim Meadows,Cuba Gooding Jr.
1444,Mike Myers,John Major
1447,Mark McKinney,Simon Coombs
1446,Tim Meadows,Roderick Richards
1448,Tracy Morgan,Tito Jackson
1435,Chris Kattan,Robert Rubin
1364,Mark McKinney,Al Gore
1436,Ana Gasteyer,Eva Peron
1437,Norm MacDonald,Juan Peron
1389,Will Ferrell,Don West
1390,Chris Kattan,Eddy Lewis
1439,Cheri Oteri,Joanna Pacitti
1438,Ana Gasteyer,Brittny Kissinger
1328,Alec Baldwin,Robert DeNiro
1407,Mark McKinney,Paul Shaffer
1434,Alec Baldwin,Rex Reed
1395,Ana Gasteyer,Liz Smith
1396,Mark McKinney,Michael Musto
1394,Cheri Oteri,Julie Brown
1281,Cheri Oteri,Debbie Reynolds
1278,Norm MacDonald,Bob Dole
1430,Tim Meadows,Eugene Amos
1432,Mark McKinney,Charlie Rose
1433,Tim Meadows,Leo Terrell
1350,Cheri Oteri,Leslie Abramson
1423,Neve Campbell,Julia Roberts
1427,David Spade,Woody Allen
1426,Will Ferrell,Tony Roberts
1424,Ana Gasteyer,Mia Farrow
1341,Darrell Hammond,Hugh Downs
1425,Molly Shannon,Soon-Yi Previn
1428,Neve Campbell,Eva Braun
919,Tim Meadows,Clarence Thomas
1419,David Alan Grier,Maxine Waters
1234,Tim Meadows,Johnnie Cochran
1420,David Alan Grier,Maya Angelou
1408,Kevin Spacey,William Hurt
1409,Kevin Spacey,Christopher Walken
1410,Kevin Spacey,Walter Matthau
1411,Kevin Spacey,Donna Shalala
1413,Kevin Spacey,Jack Lemmon
1412,Ana Gasteyer,Barbra Streisand
1414,Kevin Spacey,Al Pacino
1415,Tim Meadows,Dennis Rodman
1392,Molly Shannon,Debbie Rowe
1405,Mark McKinney,Ted Turner
1398,Ana Gasteyer,Nancy Wieben Stock
1401,Martin Short,Jerry Lewis
1391,Chris Kattan,Hiroshi Fujisaki
636,Phil Hartman,Ted Kennedy
823,Phil Hartman,Frank Sinatra
1397,Phil Hartman,Rex Reed
1393,Darrell Hammond,George Whipple III
1299,Tim Meadows,Don King
1386,Cheri Oteri,Tori Spelling
1387,Mark McKinney,Mark Russell
1041,Chris Rock,Nipsey Russell
1388,Dana Carvey,Charles Grodin
1379,Will Ferrell,Larry King
1380,Mark McKinney,Harry Browne
1381,Mark McKinney,Joseph Hazelwood
1382,Dana Carvey,Tom Brokaw
1383,Molly Shannon,Madonna
1384,Dana Carvey,Bill Clinton
780,Dana Carvey,Johnny Carson
1371,Jim Breuer,Jim Lehrer
1376,Ana Gasteyer,Ellen Fein
1377,Molly Shannon,Sherrie Schneider
1373,Lisa Kudrow,Jenny McCarthy
1372,Mark McKinney,Chris Hardwick
1374,Tracy Morgan,Royale Watkins
1375,Fred Wolf,Martina Navratilova
698,Tom Hanks,Peter Jennings
1365,Tom Hanks,Andrew Ridgeley
1367,Tracy Morgan,"William ""The Refrigerator"" Perry"
1366,Cheri Oteri,Tina Yothers
1368,Mark McKinney,Bela Karolyi
1363,Jim Carrey,Jimmy Stewart
1304,Mark McKinney,Jim Carrey
1354,Darrell Hammond,Tom Brokaw
1353,Mark McKinney,Jim Miklaszewski
1301,Nancy Walls,Bobbie Battista
1355,Christine Baranski,Julie Andrews
1356,Darrell Hammond,Marge Schott
1359,Christine Baranski,Loni Anderson
1361,Jim Breuer,Sean Penn
1362,Will Ferrell,Tony Orlando
1360,Chris Kattan,Menachim Begin
1358,David Koechner,Burt Reynolds
1357,Tim Meadows,Anwar Sadat
1348,Darrell Hammond,Daniel Benzali
1276,Steve Higgins,F. Lee Bailey
1349,David Koechner,David Kaczynski
1351,Mark McKinney,Greg Norman
1336,David Koechner,Pat Buchanan
1329,Mark McKinney,Steve Forbes
594,Phil Hartman,Charlton Heston
1346,Jim Breuer,Matt LeBlanc
1280,Molly Shannon,Ann Miller
1340,Tim Meadows,Christopher Darden
1342,Nancy Walls,Marcia Clark
1343,John Goodman,Robert DeNiro
1344,Cheri Oteri,Marisa Tomei
1338,Darrell Hammond,Jon Lovitz
1339,Nancy Walls,Kathy Ireland
1335,Jim Breuer,Morry Taylor
1337,Will Ferrell,Robert Dornan
1334,Darrell Hammond,Lamar Alexander
1331,Molly Shannon,Karen Brown
1333,Nancy Walls,Judy Woodruff
1330,Nancy Walls,Martha Stewart
1324,Jim Breuer,Stephen Hawking
1323,Nancy Walls,Diane Sawyer
1327,Mark McKinney,Mel Gibson
1325,David Spade,Brad Pitt
1319,Norm MacDonald,George Burns
1321,Tim Meadows,RuPaul
1312,Cheri Oteri,Lisa Marie Presley
1313,David Alan Grier,Bryant Gumbel
1316,David Koechner,Willard Scott
1315,Mark McKinney,Slobodan Milosevic
1292,David Koechner,Phil Graham
1303,Mark McKinney,Pat Buchanan
1306,Anthony Edwards,Macaulay Culkin
1307,Nancy Walls,Sharon Stone
1308,Tim Meadows,Julius Erving
1310,Anthony Edwards,Princess Di
1311,Mark McKinney,Martin Bashir
1300,Darrell Hammond,Newt Gingrich
1297,David Koechner,Oliver Stone
1296,Mark McKinney,Gus Van Sant
1298,Tim Meadows,Spike Lee
1294,Gabriel Byrne,Keith Richards
1290,Darrell Hammond,Peter Jennings
1287,David Koechner,Charlie Sheen
1289,Tim Meadows,Darius Rucker
1288,Nancy Walls,Cokie Roberts
1284,Will Ferrell,Marv Levy
1285,David Koechner,Mike Ditka
1286,Chevy Chase,Mark Fuhrman
1275,Jim Breuer,Barry Scheck
1277,David Koechner,Robert Shapiro
1245,Mark McKinney,Lance Ito
870,Tim Meadows,Colin Powell
1282,Mariel Hemingway,Elizabeth Berkley
1273,Michael McKean,Adam West
1274,David Duchovny,Burt Ward
1239,Jay Mohr,Ricki Lake
1098,Adam Sandler,Bruce Springsteen
1272,Adam Sandler,Charles Manson
1268,Chris Farley,Roger Ebert
1264,David Spade,Jeff Foxworthy
1172,Laura Kightlinger,Marcia Clark
1174,Michael McKean,Robert Shapiro
1175,Kevin Nealon,Terry Moran
1065,Jay Mohr,Christopher Walken
1269,Damon Wayans,Babyface
1271,Jay Mohr,Tony Bennett
1270,Adam Sandler,Tom Jones
1266,Michael McKean,George F. Will
1265,Mark McKinney,David Brinkley
617,Kevin Nealon,Sam Donaldson
26,Dan Aykroyd,Tom Snyder
1170,David Spade,Brian Kato Kaelin
1267,Dan Aykroyd,Rush Limbaugh
1161,Ellen Cleghorne,Robin Quivers
1160,Michael McKean,Howard Stern
1159,Adam Sandler,Gary Dell'Abate
132,Dan Aykroyd,Robert Stack
1200,Chris Farley,Newt Gingrich
1263,Mark McKinney,Candace Gingrich
1256,George Clooney,Jay Leno
1257,Norm MacDonald,Slim Pickens
469,Michael McKean,Vincent Price
1258,Chris Elliott,"Anthony Edwards , Mark Greene"
1259,Janeane Garofalo,"Sherry Stringfield , Susan Lewis"
1260,Mark McKinney,"Noah Wyle , John Carter"
1262,Tim Meadows,"Eriq La Salle , Peter Benton"
1261,Molly Shannon,"Julianna Margulies , Carol Hathaway"
1072,Chris Farley,John Kruk
1246,Michael McKean,Donald Fehr
1247,Jon Bon Jovi,Andre Agassi
1251,Ellen Cleghorne,Florence Griffith Joiner
1250,Chris Elliott,Chris Berman
1252,Chris Farley,John Goodman
1254,Janeane Garofalo,Susan Sarandon
1249,Laura Kightlinger,Brooke Shields
1255,Mark McKinney,Tim Robbins
1253,Tim Meadows,Mike Espy
1149,Jay Mohr,Dick Vitale
1248,Adam Sandler,Bobcat Goldthwait
1238,Michael McKean,Donald Belfi
1237,Mark McKinney,George Peck
1236,Tim Meadows,Colin Ferguson
1240,Janeane Garofalo,"Pamela Anderson , C.J. Parker"
1242,Laura Kightlinger,"Yasmine Bleeth , Caroline Holden"
1244,Michael McKean,"David Hasselhoff , Mitch Buchannon"
1243,Mark McKinney,"David Charvet , Matt Brody"
1241,Jay Mohr,"Jaason Simmons , Logan Fowler"
1233,Chris Farley,F. Lee Bailey
1171,Mike Myers,Lance Ito
1235,David Hyde Pierce,Patrick Van Horn
1221,Janeane Garofalo,Susan Molinari
1219,Michael McKean,Richard Gephardt
1216,Mark McKinney,Barney Frank
1217,Tim Meadows,J.C. Watts
1218,Mike Myers,Richard Armey
1222,Kevin Nealon,Thomas DeLay
1220,David Spade,Sonny Bono
1224,Jeff Daniels,Dan Rather
1225,Janeane Garofalo,Kathleen Gingrich
1223,Laura Kightlinger,Connie Chung
1228,Jeff Daniels,Liam Neeson
1226,Janeane Garofalo,Jodie Foster
1229,Laura Kightlinger,Mary Hart
1227,Michael McKean,John Tesh
1230,Ellen Cleghorne,Marguerite Simpson
1231,Jay Mohr,Joe Perry
1232,Adam Sandler,Steven Tyler
1210,Janeane Garofalo,Hillary Clinton
1179,Michael McKean,Bill Clinton
1035,Mike Myers,George Stephanopoulos
1213,Chris Farley,Benito Mussolini
1211,Mike Myers,Adolf Hitler
1212,David Spade,Joseph Goebbels
1214,Janeane Garofalo,Martha Stewart
1215,Janeane Garofalo,Jackie Stallone
1123,Ellen Cleghorne,Joycelyn Elders
1106,Kevin Nealon,Rudolph Giuliani
1206,Mike Myers,Jesse Helms
1208,Roseanne,Rosie O'Donnell
834,Chris Farley,Tom Arnold
1207,Janeane Garofalo,Madonna
1209,Michael McKean,Patrick Stewart
1201,John Turturro,Richard Nixon
1199,Laura Kightlinger,Marianne Ginther
1203,Janeane Garofalo,Juliette Lewis
1202,Michael McKean,Gary Busey
1204,John Turturro,Martin Scorsese
1205,John Turturro,Robert DeNiro
1197,Tim Meadows,Rick James
1196,Jay Mohr,Mickey Rourke
1198,Michael McKean,Robert Evans
1184,Janeane Garofalo,Joan Embery
1187,Dana Carvey,Garry Shandling
1194,Ellen Cleghorne,Toni Morrison
1186,Ellen Cleghorne,Debbie Allen
1195,Chris Elliott,Yasser Arafat
1190,Janeane Garofalo,Mary Lou Retton
1192,Laura Kightlinger,Paula Poundstone
1193,Michael McKean,Tom Skerritt
1188,Michael McKean,Jimmy Carter
1191,Tim Meadows,Nelson Mandela
1189,Mike Myers,John Denver
1185,Kevin Nealon,Charles Grodin
1183,John Travolta,Marlon Brando
987,Kevin Nealon,Larry King
1180,Marisa Tomei,Lisa Marie Presley
1182,Michael McKean,Spalding Gray
1181,Adam Sandler,Eric Bogosian
1169,Tim Meadows,Al Cowlings
1177,Steve Martin,Leon Redbone
1012,Ellen Cleghorne,Whoopi Goldberg
1176,Chris Farley,Gerard Depardieu
1178,Adam Sandler,Jackie Mason
1167,Norm MacDonald,Andy Rooney
1168,Tim Meadows,Ed Bradley
975,Adam Sandler,David Brenner
988,Melanie Hutsell,Tori Spelling
1051,Tim Meadows,Ike Turner
936,Phil Hartman,Mario Cuomo
1164,Chris Farley,Rush Limbaugh
1162,Sarah Silverman,Marisa Tomei
961,Phil Hartman,Bill Clinton
1165,Rob Schneider,Warren Christopher
984,Jan Hooks,Hillary Clinton
746,Phil Hartman,Michael Caine
1166,Tim Meadows,Nat King Cole
1146,Kevin Nealon,Michael Bolton
1156,Emilio Estevez,Michael Fay
1157,Ellen Cleghorne,Alfre Woodard
1158,Tim Meadows,Denzel Washington
1104,Chris Farley,Andrew Giuliani
1102,Tim Meadows,David Dinkins
1151,Kelsey Grammer,"James Mason , Captain Nemo"
1152,Phil Hartman,"Kirk Douglas , Ned Land"
1153,Mike Myers,"Paul Lukas , Professor Pierre Arronax"
1154,Rob Schneider,"Peter Lorre , Conseil"
1155,Norm MacDonald,Charles Kuralt
1148,Ellen Cleghorne,Tina Turner
1144,Chris Farley,Jerry Garcia
1140,Phil Hartman,Elton John
1091,Melanie Hutsell,Wynonna Judd
1142,Norm MacDonald,Flea
1141,Michael McKean,Elvis Costello
1137,Tim Meadows,Aaron Neville
1138,Jay Mohr,Anthony Kiedis
1143,Mike Myers,Garth Brooks
904,Adam Sandler,Axl Rose
1086,Rob Schneider,K.D. Lang
1139,Sarah Silverman,Cher
1145,David Spade,Kurt Cobain
1147,Julia Sweeney,Naomi Judd
1150,Michael McKean,Jeffrey Dahmer
1134,Chris Farley,Shawn Eckhardt
1115,Melanie Hutsell,Tonya Harding
1130,Rob Schneider,Jeff Gillooly
1133,David Spade,Oksana Baiul
1084,Adam Sandler,Bono
953,Phil Hartman,Verne Lundquist
1135,Tim Meadows,Greg Gumbel
1136,David Spade,Scott Hamilton
1003,Phil Hartman,Michael Eisner
1131,Martin Lawrence,Joe Jackson
1132,Melanie Hutsell,Ricki Lake
1126,Phil Hartman,Ray Combs
1125,Tim Meadows,James Baldwin
1127,Alec Baldwin,Sonny West
1128,Kim Basinger,"Ann-Margret , Dr. Bonnie Stevens"
1129,Kevin Nealon,Red West
1121,Melanie Hutsell,Charo
1122,David Spade,Joan Rivers
1047,Adam Sandler,Bill Cosby
1124,Patrick Stewart,Slobodan Milosevic
1076,Julia Sweeney,Leslie Abramson
1092,Mike Myers,John Wayne Bobbitt
1114,Julia Sweeney,Cynthia McFadden
1116,Sara Gilbert,"Jenna von Oÿ , Six"
1117,Melanie Hutsell,"Mayim Bialik , Blossom"
1081,Mike Myers,"Joey Lawrence , Joey"
1118,Kevin Nealon,"Ted Wass , Nick"
1105,Dave Attell,Ron Silver
1112,Jason Patric,Luke Perry
1111,Ellen Cleghorne,Kim Wayans
1110,Chris Farley,John Madden
1109,Phil Hartman,Jimmy Johnson
1107,Tim Meadows,Deion Sanders
1108,Jay Mohr,Don Rickles
1113,Adam Sandler,Richard Lewis
1049,David Spade,Don Lapre
720,Phil Hartman,Burt Reynolds
1101,Sally Field,Elizabeth Taylor
1103,Norm MacDonald,Dr. Jack Kevorkian
1099,Mike Myers,Jonathan Pryce
1100,Rob Schneider,"Edward G. Robinson , Dathan"
1082,Phil Hartman,Bob Packwood
1088,Rosie O'Donnell,Liza Minnelli
1085,Dave Attell,Frank Sinatra Jr.
1083,Ellen Cleghorne,Anita Baker
1062,Chris Farley,Meat Loaf
1089,Tim Meadows,Luther Vandross
1087,Jay Mohr,Kenny G
1010,Mike Myers,Barbra Streisand
1063,Sarah Silverman,Natalie Merchant
